name,year,km_driven,mileage,engine,max_power,selling_price
Maruti Baleno Sigma 1.2,2019,10000,21.4,1197,83.1,500000
Tata Indigo CS LS (TDI) BS-III,2016,90000,19.09,1405,69.01,370000
Tata Tigor 2017-2020 XZ Plus,2019,5200,20.3,1199,83.81,600000
Maruti Zen LX - BS III,2006,120000,17.3,993,60,100000
Maruti Swift VDI,2013,90000,22.9,1248,74,409999
Honda City i VTEC CVT SV,2016,50000,18,1497,117.3,750000
Hyundai Grand i10 1.2 Kappa Asta,2017,5000,18.9,1197,81.86,600000
Mahindra KUV 100 G80 K8 Dual Tone,2018,10500,18.15,1198,82,550000
Renault Duster 110PS Diesel RxZ,2018,26000,19.6,1461,108.45,950000
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,139000,11.79,2179,120,645000
Mahindra XUV500 W8 2WD,2014,60000,15.1,2179,140,750000
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006,40000,11.7,1796,178,650000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,25000,15.85,1499,110.4,800000
Toyota Corolla Altis 1.8 J,2010,60000,14.53,1798,138,350000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,25000,15.85,1499,110.4,700000
Maruti Swift Dzire ZXi,2011,15000,17.5,1298,85.8,335000
Maruti Swift Dzire LDi,2012,110000,19.3,1248,73.9,270000
Maruti Swift Dzire ZDi,2010,100000,19.3,1248,73.9,320000
Hyundai Santro Xing XS,2007,120000,17.8,1086,63,120000
Audi A4 1.8 TFSI,2010,55000,12.3,1781,163.2,730000
Maruti SX4 Vxi BSIII,2007,120000,15,1586,104.68,125000
Maruti Zen Estilo 1.1 LXI BSIII,2007,35000,18.2,1061,64,150000
Maruti Alto 800 LXI,2018,13000,24.7,796,47.3,310000
Maruti Swift Dzire VDI,2015,50000,26.59,1248,74,625000
Hyundai i10 Magna,2012,40000,20.36,1197,78.9,267000
Hyundai i20 Active 1.2 SX Dual Tone,2016,25000,17.19,1197,81.86,600000
Maruti Eeco 7 Seater Standard BSIV,2011,110000,15.37,1196,73,180000
Toyota Glanza G Smart Hybrid,2019,5000,23.87,1197,88.5,700000
Maruti 800 AC,2013,50000,16.1,796,37,121000
Hyundai Grand i10 Asta,2014,80000,18.9,1197,82,350000
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,225000,12.99,2494,100,869999
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,13.6,1999,177,2711000
Lexus ES 300h,2019,20000,22.37,2487,214.56,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,19.33,1999,177,3200000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,18,1969,190,3800000
Toyota Camry 2.5 Hybrid,2016,68089,19.16,2494,157.7,2000000
Maruti Wagon R LXI,2013,58343,21.79,998,67.05,225000
Maruti Baleno Alpha 1.3,2018,38817,27.39,1248,74,740000
Honda Jazz VX,2016,56494,18.2,1199,88.7,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,12.99,2494,100.6,750000
Maruti Swift AMT VVT VXI,2019,5621,22,1197,81.8,650000
Toyota Etios VX,2017,25538,16.78,1496,88.73,625000
Maruti Swift AMT ZXI,2018,69779,22,1197,81.8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,24,1186,73.97,450000
BMW X4 M Sport X xDrive20d,2019,7500,16.78,1995,190,5400000
BMW X4 M Sport X xDrive20d,2019,8500,16.78,1995,190,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,19,1199,88.76,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,14.3,1598,103.5,645000
Volvo V40 D3 R-Design,2018,2000,16.8,1984,150,2475000
Maruti Wagon R LX BSIII,2008,100000,17.3,1061,64,80000
Hyundai i10 Era 1.1,2008,93331,19.81,1086,68.05,120000
Mahindra Scorpio M2DI,2012,120000,13.5,2179,115,370000
Nissan Terrano XL 110 PS,2015,70000,19.01,1461,108.5,750000
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,100000,15.96,2523,63,484999
Hyundai Accent CRDi,2006,90000,13.1,1493,82,120000
Honda City i VTEC V,2017,28000,17.8,1497,117.3,860000
Maruti Swift Dzire LDI,2018,50000,28.4,1248,74.02,650000
Maruti Ertiga ZDI,2014,90000,20.77,1248,88.8,650000
Hyundai Verna 1.4 CRDi,2016,40000,24.8,1396,88.7,710000
Ford Figo 1.5D Base MT,2017,113000,25.83,1498,99,430000
Maruti Swift Vdi BSIII,2011,188000,17.8,1248,75,305000
Ford Figo Diesel Titanium,2011,100000,20,1399,68,220000
Tata Sumo MKII Turbo 2.0 LX,2010,225000,14,1948,90,150000
Mahindra TUV 300 mHAWK100 T8,2017,67000,18.49,1493,100,660000
Chevrolet Beat Diesel LT Option,2011,70000,25.44,936,57.6,140000
Toyota Corolla Altis JS MT,2015,50000,14.28,1798,138.03,1100000
Jaguar XF 2.2 Litre Luxury,2013,60000,16.36,2179,187.7,2450000
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,34000,22,1498,108.5,625000
Honda City 1.5 GXI,2004,110000,12.8,1493,100,198000
Maruti Wagon R LXI,2005,140000,18.9,998,67.1,130000
Honda City Corporate Edition,2012,100000,16.8,1497,116.3,540000
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,10000,18.9,1197,81.86,550000
Maruti Celerio ZXI Optional,2018,30000,21.63,998,67.04,475000
Toyota Fortuner 2.8 4WD AT BSIV,2016,90000,15.04,2755,174.5,3100000
Maruti Ritz VDi,2010,120000,21.1,1248,73.9,217000
Maruti Swift Dzire AMT ZXI Plus,2019,6500,21.21,1197,81.8,750000
Maruti Gypsy King ST BSIII,2010,80000,11.96,1298,80,350000
Mahindra Scorpio VLS 2.2 mHawk,2008,100000,12.05,2179,120,400000
Toyota Etios VD,2015,120000,23.59,1364,67.05,570000
Hyundai EON Era Plus,2012,120000,21.1,814,55.2,180000
Opel Astra 1.6,1998,110000,13.1,1598,77,68000
Skoda Octavia Classic 1.9 TDI MT,2006,150000,18.7,1896,66,280000
Tata Indigo LS,2005,120000,16.1,1405,70,90000
Mercedes-Benz M-Class ML 250 CDI,2015,100000,15.26,2143,203.2,2600000
Tata Sumo Gold EX,2018,63000,15.3,2956,83.83,700000
Mercedes-Benz GLA Class 200 CDI,2016,40000,17.9,2143,136,1850000
Ford Ecosport 1.5 DV5 MT Titanium,2015,109000,22.7,1498,89.84,685000
Maruti Swift VDI Windsong Limited edition,2015,114000,25.2,1248,73.94,565000
Skoda Octavia Elegance 1.8 TSI AT,2017,33000,14.7,1798,177.5,1600000
Hyundai Grand i10 CRDi Asta Option,2014,160000,24,1120,70,395000
Hyundai i20 Sportz 1.4 CRDi,2013,101000,21.9,1396,88.76,425000
Volkswagen Vento 1.5 TDI Highline BSIV,2019,5400,22.27,1498,108.6,1350000
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,45000,16.38,1995,183,1950000
Renault KWID AMT RXL,2018,31000,24.04,999,67,535000
Renault KWID 1.0 RXT Optional,2018,31000,23.01,999,67,500000
Maruti Wagon R VXI Opt 1.2,2016,55000,20.52,1197,81.8,434999
Tata Nano XTA,2018,55000,21.9,624,37.48,250000
Hyundai Verna 1.6 SX,2014,117000,22.32,1582,126.32,700000
BMW 3 Series 320d Luxury Line,2010,102000,19.62,1995,187.74,1100000
Volkswagen Passat 2.0 TDI AT Highline,2012,108000,17.42,1968,175,900000
Maruti Wagon R VXI 1.2,2015,75000,20.52,1197,81.8,425000
Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,74000,10,2148,170,1600000
Ford Figo Titanium Diesel,2013,158000,24.4,1499,98.96,325000
Isuzu MUX 2WD,2019,10000,13.8,2999,174.57,2700000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,40000,23,1498,98.96,950000
Tata Nexon 1.5 Revotorq XZA Plus,2019,10000,21.5,1497,108.5,1140000
Tata Hexa XE,2017,53000,17.6,2179,147.94,980000
Jeep Compass 2.0 Limited Option 4X4,2017,20000,16.3,1956,170,1920000
Volkswagen Polo 1.0 TSI Highline Plus,2020,5000,18.24,999,108.6,808000
Maruti Swift Dzire VXI,2014,30000,19.1,1197,85.8,550000
Maruti Alto LXi,2010,64000,19.7,796,46.3,215000
Ford Figo 1.2P Titanium Opt MT,2016,10500,18.16,1196,86.8,512000
Maruti Alto LXi,2011,50000,19.7,796,46.3,215000
Skoda Rapid 1.6 TDI Elegance,2012,60000,20.5,1598,103.5,500000
Skoda Rapid 1.5 TDI Elegance Black Package,2015,35000,21.14,1498,103.52,700000
Tata Safari DICOR 2.2 LX 4x2,2012,135000,13.93,2179,138.03,525000
Mahindra Scorpio LX BSIV,2011,70000,12.05,2179,120,550000
Maruti Vitara Brezza ZDi,2016,80000,24.3,1248,88.5,750000
Maruti Celerio X VXI Option BSIV,2017,25000,21.63,998,67,395000
Hyundai i20 2015-2017 Sportz 1.2,2017,5000,18.6,1197,81.83,675000
Hyundai Santro Xing GLS,2008,80000,17.92,1086,62.1,140000
Mahindra Scorpio VLX 2WD BSIV,2011,120000,12.05,2179,120,430000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,13.6,1999,177,2711000
Lexus ES 300h,2019,20000,22.37,2487,214.56,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,19.33,1999,177,3200000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,18,1969,190,3800000
Toyota Camry 2.5 Hybrid,2016,68089,19.16,2494,157.7,2000000
Maruti Wagon R LXI,2013,58343,21.79,998,67.05,225000
Maruti Baleno Alpha 1.3,2018,38817,27.39,1248,74,740000
Honda Jazz VX,2016,56494,18.2,1199,88.7,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,12.99,2494,100.6,750000
Maruti Swift AMT VVT VXI,2019,5621,22,1197,81.8,650000
Toyota Etios VX,2017,25538,16.78,1496,88.73,625000
Maruti Swift AMT ZXI,2018,69779,22,1197,81.8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,24,1186,73.97,450000
BMW X4 M Sport X xDrive20d,2019,7500,16.78,1995,190,5400000
BMW X4 M Sport X xDrive20d,2019,8500,16.78,1995,190,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,19,1199,88.76,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,14.3,1598,103.5,645000
Volvo V40 D3 R-Design,2018,2000,16.8,1984,150,2475000
Maruti Wagon R LXI BS IV,2014,10000,20.51,998,67.04,300000
Chevrolet Sail Hatchback Diesel,2013,68000,22.1,1248,76.9,355000
Maruti Alto 800 VXI,2015,35000,22.74,796,47.3,180000
Tata Indigo eCS VX BSIV,2013,70000,25,1396,69,280000
Tata Manza ELAN Quadrajet BS III,2011,70000,19,1248,90,250000
Tata Indica GLS BS IV,2007,50000,15.3,1193,65.3,125000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,29700,25.1,1248,88.5,810000
Hyundai i20 1.4 Magna AT,2018,20000,18.6,1368,98.63,671000
Maruti Alto 800 VXI,2018,20000,24.7,796,47.3,295000
Maruti Ertiga SHVS ZDI Plus,2017,40000,24.52,1248,88.5,850000
Maruti Swift ZDi,2013,90000,22.9,1248,74,409999
Maruti Ertiga VXI,2015,90000,16.02,1373,93.7,600000
Mahindra Bolero 2011-2019 ZLX,2015,80000,15.96,2523,62.1,600000
Maruti Wagon R LXI BSIII,2012,60000,18.9,998,67.1,220000
Maruti Swift Dzire VDI,2013,56000,23.4,1248,74,550000
Mahindra Scorpio EX,2014,50000,14,2523,75,650000
Mahindra Scorpio 2009-2014 EX 2WD 9S,2014,50000,14,2523,75,655000
Tata Sumo GX 7 Str BSII,2006,74000,13.7,1948,68,130000
Renault Duster 110PS Diesel RxL,2014,123000,19.01,1461,108.45,400000
Maruti Alto LXi,2009,54000,19.7,796,46.3,155000
Tata Indigo CS eGLS BS IV,2013,50000,15.64,1193,64.1,250000
Hyundai Grand i10 Sportz,2014,80000,18.9,1197,82,400000
Datsun GO A Option Petrol,2019,10000,19.02,1198,67.05,500000
Hyundai Santro Sportz AMT BSIV,2018,10000,20.3,1086,68,565000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,40000,23,1498,98.96,900000
Mahindra Bolero Power Plus SLE,2017,120000,16.5,1493,70,650000
Mahindra Bolero 2011-2019 ZLX,2013,45000,15.96,2523,62.1,600000
Maruti Swift Dzire VDI,2018,35000,28.4,1248,74.02,800000
Hyundai i20 Sportz 1.4 CRDi,2015,60000,22.54,1396,88.73,575000
Ford Figo 1.5P Titanium AT,2016,40000,17.01,1499,110.4,550000
Maruti SX4 Vxi BSIV,2011,80000,15.5,1586,103.3,190000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,37000,23,1498,98.96,750000
Maruti Baleno Delta 1.2,2018,22000,21.4,1197,83.1,625000
Hyundai i20 1.4 Asta,2018,60000,22.54,1396,88.73,799000
Maruti Wagon R VXI BS IV,2013,57000,20.51,998,67.04,300000
Maruti Ciaz 1.4 Alpha,2017,27000,20.73,1373,91.1,850000
Chevrolet Spark 1.0 LT,2012,70000,18,995,62,130000
Maruti Alto K10 2010-2014 VXI,2011,40000,20.92,998,67.1,229999
Maruti Celerio ZXI,2015,60000,23.1,998,67.04,400000
Mahindra Thar CRDe,2018,35000,16.55,2498,105,900000
Mahindra Scorpio 1.99 S4,2015,70000,15.4,1997,120,800000
Hyundai EON Era Plus,2015,43000,21.1,814,55.2,250999
Tata Manza Aqua Safire,2011,110000,15,1368,90,250000
Fiat Punto 1.2 Active,2009,100000,15.7,1172,67,100000
Maruti Swift VXI Optional,2016,64000,20.4,1197,81.8,450000
Renault Duster 85PS Diesel STD,2017,96000,19.87,1461,83.8,575000
Renault Duster 85PS Diesel RxL Optional,2013,96000,20.46,1461,83.8,400000
Maruti Celerio X ZXI BSIV,2019,7600,21.63,998,67,480000
Maruti Celerio X ZXI BSIV,2019,7000,21.63,998,67,490000
Tata Indigo LX,2007,120000,17,1405,70,150000
Tata Bolt Quadrajet XM,2017,50000,22.95,1248,74,600000
Hyundai Xcent 1.1 CRDi SX Option,2015,50000,24.4,1120,71,500000
Tata Zest Quadrajet 1.3 Anniversary Edition,2015,80000,23,1248,88.7,425000
Hyundai Accent DLS,2003,200000,13.1,1493,82,108000
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,190000,12.99,2494,100.6,1030000
Maruti Wagon R VXI Optional,2015,34000,20.51,998,67.04,360000
Volkswagen Polo Petrol Comfortline 1.2L,2012,80000,16.47,1198,73.9,290000
Maruti Swift VDI,2011,72000,22.9,1248,74,400000
Maruti Esteem DI,2003,20000,15.9,1527,57,70000
Tata Sumo CX,2012,70000,15.3,2956,83.8,320000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,30000,23,1498,98.96,975000
Honda City i-VTEC CVT ZX,2019,5000,18,1497,117.6,1227000
Hyundai Verna 1.6 SX CRDi (O),2014,29340,22.32,1582,126.32,755000
Ford Figo Diesel LXI,2011,120000,20,1399,68,215000
Toyota Innova 2.5 G4 Diesel 7-seater,2011,200000,12.8,2494,102,735000
Hyundai i10 Era,2007,70000,19.81,1086,68.05,190000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,80800,12.99,2494,100.6,1365000
Honda Jazz 1.2 VX i VTEC,2018,24265,18.7,1199,88.7,675000
Maruti Swift Dzire VDI,2014,81000,23.4,1248,74,438999
Renault Lodgy Stepway 110PS RXZ 7S,2015,240000,19.98,1461,108.5,550000
Maruti Swift Dzire VXI,2013,35000,19.1,1197,85.8,409999
Renault KWID RXT Optional,2019,15000,25.17,799,53.3,350000
Chevrolet Beat Diesel,2012,49000,25.44,936,57.6,135000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016,56900,13.68,2393,147.8,1490000
Maruti Swift VDI BSIV,2014,70000,25.2,1248,74,520000
Maruti Swift Dzire VDi,2010,180000,19.3,1248,73.9,315000
Maruti A-Star Lxi,2010,50000,19,998,66.1,235000
Hyundai Accent GLE,2005,50000,13.2,1495,94,80500
Maruti Ritz VDi,2013,88200,23.2,1248,73.94,375000
Maruti Swift VXi BSIV,2006,93000,16.1,1197,85,189000
Honda Amaze E Option i-DTEC,2017,120000,25.8,1498,98.6,550000
Ford Fiesta EXi 1.4 TDCi Ltd,2011,110000,17.8,1399,68,260000
Maruti Swift Dzire AMT ZDI,2016,50000,26.59,1248,74,650000
Maruti Swift Dzire VDI,2013,80000,23.4,1248,74,480000
Hyundai i20 Asta Option 1.4 CRDi,2016,40000,22.54,1396,88.73,700000
Maruti Ertiga VDI,2015,110000,20.77,1248,88.76,650000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,48000,19.67,1582,126.2,1300000
Volkswagen Jetta 2.0L TDI Highline AT,2016,97000,16.96,1968,138.03,1350000
Volkswagen Vento 1.5 TDI Highline AT,2016,60000,22.15,1498,108.6,1000000
Mercedes-Benz M-Class ML 350 4Matic,2011,110000,0,2987,165,1700000
Toyota Yaris V CVT BSIV,2018,12800,17.8,1496,105.5,1080000
Hyundai EON D Lite,2012,40000,21.1,814,55.2,170000
Maruti Swift DDiS VDI,2017,49000,28.4,1248,74,610000
Maruti Ritz VXi,2014,25000,18.5,1197,85.8,350000
Maruti Alto 800 LXI,2016,65000,22.74,796,47.3,260000
Fiat Linea 1.3 Multijet Emotion,2015,20000,20.4,1248,91.7,700000
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,17000,18.78,999,75,678000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,15000,23.65,1248,88.5,800000
Toyota Etios GD,2014,120000,23.59,1364,67.04,400000
Hyundai i20 Magna,2010,49000,18.5,1197,80,300000
Hyundai i20 2015-2017 Magna 1.2,2016,29000,18.6,1197,81.83,520000
Nissan Terrano XV D Premium AMT,2017,55000,19.61,1461,108.5,850000
Maruti Alto K10 VXI,2015,40000,23.95,998,67.05,300000
Honda City 1.5 S Inspire,2010,120000,17,1497,118,350000
Maruti Vitara Brezza ZDi,2019,10000,24.3,1248,88.5,892000
Fiat Grande Punto Sport 90BHP,2012,70000,20.3,1248,92,285000
Hyundai i10 Magna LPG,2012,60000,19.2,1086,68.05,300000
Maruti Ciaz VDI SHVS,2016,90000,28.09,1248,88.5,620000
Maruti Vitara Brezza ZDi,2017,90000,24.3,1248,88.5,750000
Maruti Alto 800 LXI,2016,35000,22.74,796,47.3,270000
Maruti Ertiga ZDI,2014,90000,20.77,1248,88.8,560000
Hyundai Santro Xing GLS,2012,40000,17.92,1086,62.1,300000
Hyundai Santro Xing GLS,2012,40000,17.92,1086,62.1,300000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,20000,18.9,1197,81.86,570000
Tata Indigo CS eLX BS IV,2011,80000,23.03,1396,69,220000
Maruti SX4 Vxi BSIV,2012,99000,15.5,1586,103.3,260000
Maruti Swift AMT VXI,2019,7500,21.21,1197,81.8,600000
Tata Nano XE,2015,60000,23.9,624,37.48,80000
Hyundai EON Magna Plus,2016,40800,21.1,814,55.2,300000
Tata Zest Revotron 1.2T XM,2015,70000,17.57,1193,88.7,300000
Mahindra KUV 100 mFALCON G80 K8 5str,2016,100000,18.15,1198,82,400000
Maruti Swift VXI BSIV,2016,8588,22,1197,81.8,550000
Honda City i-DTEC V,2019,40000,25.6,1498,97.9,1200000
Ford Figo 1.5D Trend MT,2015,60000,25.83,1498,99,500000
Maruti Esteem Vxi - BSIII,2005,80000,15.9,1298,85,93000
Honda City i DTEC SV,2014,110000,26,1498,98.6,500000
Toyota Platinum Etios 1.4 GXD,2018,150000,23.59,1364,67.05,670000
Toyota Innova 2.5 VX 7 STR,2012,120000,12.8,2494,102,750000
Maruti Alto K10 VXI,2017,30000,23.95,998,67.05,370000
Maruti 800 Std,2012,70000,16.1,796,37,100000
Hyundai i10 Sportz 1.1L,2016,50000,19.81,1086,68.05,425000
Toyota Innova 2.5 V Diesel 8-seater,2006,305000,12.8,2494,102,370000
Tata New Safari DICOR 2.2 EX 4x2,2009,212000,11.57,2179,138.1,229999
Maruti Ertiga SHVS VDI,2016,35000,24.52,1248,88.5,850000
Mahindra Verito 1.5 D4 BSIV,2018,22000,21.03,1461,65,750000
Tata Winger Deluxe - Flat Roof (Non-AC),2010,50000,10.71,1948,90,235000
Honda WR-V i-DTEC S,2017,70000,25.5,1498,98.6,700000
Hyundai Grand i10 CRDi Magna,2016,56000,24,1120,70,480000
Tata Zest Quadrajet 1.3 75PS XM,2016,50000,22.95,1248,74,475000
Skoda Rapid 1.5 TDI Ambition,2015,120000,21.14,1498,103.52,610000
Toyota Innova 2.5 G4 Diesel 8-seater,2011,120000,12.8,2494,102,650000
Honda WR-V i-DTEC S,2017,70000,25.5,1498,98.6,800000
Tata New Safari DICOR 2.2 EX 4x2,2015,120000,11.57,2179,138.1,520000
Tata Indica V2 eLS,2014,90000,25,1396,69,160000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,70000,25.1,1248,88.5,1000000
Maruti Ertiga VDI,2015,120000,20.77,1248,88.76,700000
Honda Amaze S i-DTEC,2017,70000,25.8,1498,98.6,590000
Maruti Wagon R VXI,2002,80000,18.9,998,67.1,140000
Mahindra TUV 300 mHAWK100 T8,2017,100000,18.49,1493,100,725000
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,157000,13.68,2393,147.8,1680000
Maruti Swift Dzire VDI,2015,50000,26.59,1248,74,550000
Maruti Ritz VDi,2012,90000,23.2,1248,73.94,240000
Chevrolet Captiva 2.2 LT,2013,65000,14.6,2231,184,667000
Honda Jazz 1.5 S i DTEC,2017,50000,27.3,1498,98.6,670000
Maruti Swift Dzire VDI,2015,110000,26.59,1248,74,550000
Maruti Celerio ZXI,2015,30000,23.1,998,67.04,400000
Hyundai Verna 1.6 SX,2014,80000,22.32,1582,126.32,545000
Maruti Ertiga LXI,2015,70000,16.02,1373,93.7,599000
Hyundai Creta 1.4 CRDi S,2016,100000,21.38,1396,88.7,725000
Honda City i VTEC V,2015,120000,17.4,1497,117.3,525000
Maruti Ritz VDi,2011,85000,21.1,1248,73.9,204999
Skoda Fabia Scout 1.2 TDI,2012,110000,21,1199,75,190000
Hyundai Grand i10 CRDi Sportz,2015,60000,24,1120,70,310000
Hyundai Grand i10 CRDi Sportz,2016,90000,24,1120,70,380000
Maruti Alto K10 2010-2014 VXI,2012,110000,20.92,998,67.1,204000
Hyundai EON 1.0 Era Plus,2018,25000,20.3,998,68.05,350000
Volkswagen Vento Diesel Highline,2013,100000,20.54,1598,103.6,350000
Ford Figo Diesel Titanium,2012,120000,20,1399,68,175000
Volkswagen Vento Diesel Highline,2011,90000,20.54,1598,103.6,340000
Honda City i-VTEC VX,2017,35000,17.4,1497,117.6,950000
Honda City i VTEC V,2017,35000,17.8,1497,117.3,894999
Tata Sumo Gold EX,2014,101200,15.3,2956,83.83,350000
Tata Indigo GLX,2005,90000,12.8,1396,85,100000
Maruti Swift Dzire VDI,2016,76000,26.59,1248,74,550000
Tata Indigo LX,2004,60000,16.1,1405,70,100000
Mahindra XUV500 W6 2WD,2016,90000,16,2179,140,800000
Mahindra Bolero 2011-2019 ZLX BSIII,2013,80000,15.96,2523,62.1,525000
Tata New Safari DICOR 2.2 EX 4x2,2008,179150,11.57,2179,138.1,500000
Maruti 800 Std MPFi,2003,62000,16.1,796,37,42000
Maruti Swift Dzire 1.2 Lxi BSIV,2009,160000,17.5,1197,85.8,190000
Maruti Swift Dzire VDI,2019,35000,28.4,1248,74.02,694000
Mahindra XUV500 AT W6 2WD,2016,120000,16,2179,140,861999
Honda Amaze SX i-DTEC,2017,50000,25.8,1498,98.6,650000
Maruti Swift Dzire ZDi,2011,70000,19.3,1248,73.9,310000
Maruti Swift VDI,2013,97000,22.9,1248,74,360000
Maruti Swift Dzire LDi,2011,90000,19.3,1248,73.9,240000
Mahindra XUV500 W8 AWD,2012,84487,15.1,2179,140,500000
Toyota Innova 2.5 GX 7 STR,2010,100000,12.8,2494,102,475000
Maruti Alto LX,2007,60000,19.7,796,46.3,100000
Maruti SX4 Zxi BSIII,2009,110000,15,1586,104.68,200000
Toyota Innova 2.5 G2,2006,264000,12.8,2494,102,430000
Mahindra Xylo E4 BS IV,2010,146000,14,2498,112,245000
Maruti Swift Dzire VDI,2014,70000,23.4,1248,74,450000
Maruti Vitara Brezza VDi Option,2017,51146,24.3,1248,88.5,800000
Maruti Ritz LXI,2011,40000,21.1,1197,85.8,215000
Maruti Vitara Brezza VDi Option,2017,50000,24.3,1248,88.5,760000
Volkswagen Polo 1.5 TDI Comfortline,2015,80000,20.14,1498,88.8,416000
Maruti Wagon R LXI BSIII,2011,120000,18.9,998,67.1,195000
Maruti Alto 800 VXI,2017,23000,24.7,796,47.3,325000
Maruti Alto K10 LXI,2010,70000,20.92,998,67.1,145000
Maruti Swift VDI,2018,23000,28.4,1248,74,675000
Maruti Wagon R VXI Optional,2016,30000,20.51,998,67.04,340000
Tata Manza Aura Plus Quadrajet BS IV,2011,50000,19,1248,90,340000
Maruti Omni MPI STD BSIV,2014,40000,16.8,796,34.2,260000
Maruti Alto 800 LXI,2015,50000,22.74,796,47.3,300000
Maruti 800 AC,2007,60000,16.1,796,37,75000
Tata Indica Vista TDI LX,2011,80000,19.4,1405,70,350000
Maruti XL6 Alpha,2019,15000,19.01,1462,103.2,1000000
Tata Manza Aura (ABS) Quadrajet BS IV,2010,150000,21.12,1248,88.8,170000
Maruti Swift Dzire Tour S CNG,2018,40000,19,1197,85.8,600000
Honda City 1.5 V AT,2010,25000,16.8,1497,118,800000
Force One EX,2018,120000,17,2650,80.84,850000
Mahindra XUV500 W6 2WD,2014,120000,15.1,2179,140,980000
Ford Endeavour 2.5L 4X2,2011,298000,13.1,2499,141,850000
Tata Sumo Gold GX BSIII,2012,270000,14.07,2956,68.4,340000
Maruti Vitara Brezza ZDi AMT,2018,50000,24.3,1248,88.5,900000
Maruti Swift Dzire VDi,2010,120000,19.3,1248,73.9,310000
Maruti Ertiga ZDI,2013,60000,20.77,1248,88.8,600000
Maruti Swift Dzire ZDi,2008,149000,19.3,1248,73.9,270000
Hyundai Santro Sportz BSIV,2019,5000,20.3,1086,68,509999
Tata Indica Vista TDI LX,2013,70000,19.4,1405,70,225000
Hyundai i10 Magna,2015,55000,20.36,1197,78.9,280000
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,100000,27.28,1047,69,490000
Mahindra Bolero 2011-2019 Plus AC,2013,120000,15.96,2523,62.1,440000
Tata Safari Storme EX,2014,291977,14,2179,138.1,500000
Honda CR-V 2.4L 4WD,2005,85000,11.1,2354,158.8,476999
Hyundai i20 Active 1.2 S,2015,70000,17.19,1197,81.86,590000
Ford Endeavour 2.5L 4X2 MT,2010,120000,13.1,2499,141,500000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,40000,22.77,1498,98.59,600000
Mahindra Scorpio 1.99 S4,2016,70000,15.4,1997,120,750000
BMW 3 Series 320d GT Luxury Line,2017,39000,19.59,1995,187.74,2950000
BMW 5 Series 520d Luxury Line,2019,10000,18.12,1995,190,5200000
Volkswagen Polo 1.5 TDI Comfortline,2019,36800,20.14,1498,88,695000
Maruti Swift Dzire VDI Optional,2018,52200,26.59,1248,74,690000
Hyundai Grand i10 1.2 CRDi Magna,2016,78000,24,1186,73.97,409999
Tata Harrier XZ Plus,2020,16000,17,1956,167.67,1650000
Audi Q3 2.0 TDI Quattro Premium Plus,2016,30000,15.73,1968,174.33,2375000
Hyundai Grand i10 1.2 CRDi Sportz,2017,29000,24,1186,73.97,525000
